predict_type,exec_time_seconds,style_type,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,lora_args
e867a9754d73155e90d62f88dbedfc62,50.0,e098247bc6652dd88c76644b275260ed,25.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,29.0,88585aaa7d5402c0928a0c8639c83bab,44.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,68.0,,6.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'bad815642779b6e483ae2e3ace29e419', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,35.0,15d0db7a5e41fc1c1c595e16c66079c5,91.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,39.0,e098247bc6652dd88c76644b275260ed,20.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,81.0,,5.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '0da0df5d34d8b9e9d12500dc7d343b5f', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,40.0,,93.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,44.0,,6.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '735618b34fba373bd967813620ba0417', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,33.0,e098247bc6652dd88c76644b275260ed,18.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,47.0,31.0,4.0,35.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': '8c7bbbba95c1025975e548cee86dfadc', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,33.0,15d0db7a5e41fc1c1c595e16c66079c5,66.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
f54c9d4e8a16832ef4cd01da8f723c8c,39.0,,20.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,60.0,e098247bc6652dd88c76644b275260ed,31.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,65.0,,6.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b294fccdfe95bc7f7dd813216a821a76', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,31.0,659b3aca8434712ef2808aa672f18eb5,50.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,76.0,,5.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'f1248ade4381b326436757a0b5266088', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,43.0,e098247bc6652dd88c76644b275260ed,33.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,56.0,,5.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'bad815642779b6e483ae2e3ace29e419', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,45.0,e098247bc6652dd88c76644b275260ed,32.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,31.0,,20.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,70.0,,9.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'bad815642779b6e483ae2e3ace29e419', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,54.0,e098247bc6652dd88c76644b275260ed,31.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,67.0,,9.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'f1248ade4381b326436757a0b5266088', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,52.0,,10.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b294fccdfe95bc7f7dd813216a821a76', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,20.0,,49.0,31.0,4.0,35.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': '8c7bbbba95c1025975e548cee86dfadc', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,32.0,e098247bc6652dd88c76644b275260ed,29.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,59.0,,93.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,34.0,e098247bc6652dd88c76644b275260ed,34.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,41.0,e098247bc6652dd88c76644b275260ed,30.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,35.0,,93.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,34.0,88585aaa7d5402c0928a0c8639c83bab,58.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,79.0,,77.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'bad815642779b6e483ae2e3ace29e419', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,67.0,,77.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'f1248ade4381b326436757a0b5266088', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,53.0,,77.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b294fccdfe95bc7f7dd813216a821a76', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,28.0,88585aaa7d5402c0928a0c8639c83bab,49.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,56.0,e098247bc6652dd88c76644b275260ed,28.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,51.0,e098247bc6652dd88c76644b275260ed,40.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,55.0,,63.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,54.0,e098247bc6652dd88c76644b275260ed,43.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,21.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,42.0,e098247bc6652dd88c76644b275260ed,37.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
f54c9d4e8a16832ef4cd01da8f723c8c,67.0,,63.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,37.0,e098247bc6652dd88c76644b275260ed,28.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,25.0,88585aaa7d5402c0928a0c8639c83bab,77.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,27.0,,98.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,73.0,,97.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'bad815642779b6e483ae2e3ace29e419', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,40.0,e098247bc6652dd88c76644b275260ed,28.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,32.0,e098247bc6652dd88c76644b275260ed,23.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,52.0,,98.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,45.0,e098247bc6652dd88c76644b275260ed,22.0,26.0,1.0,40.0,f9c4915ff864089286f00a0da73721b7,[]
4c2487237ebe5f821950d09158742384,87.0,,63.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,60.0,,96.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,19.0,,47.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,28.0,,12.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,27.0,,41.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,48.0,,36.0,31.0,4.0,35.0,9c67db8fe201faf57eae7420d5a21140,"[{'modelVersionId': '60131a2a3f223dc8f4753bcc5771660c', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,47.0,,14.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,33.0,88585aaa7d5402c0928a0c8639c83bab,50.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,33.0,88585aaa7d5402c0928a0c8639c83bab,51.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,24.0,,49.0,31.0,1.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,24.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,30.0,,59.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '81e68999106d6798eca552cbb9337751', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,13.0,,56.0,31.0,1.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,32.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,40.0,,56.0,31.0,8.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,36.0,,58.0,31.0,8.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,26.0,88585aaa7d5402c0928a0c8639c83bab,57.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,38.0,,61.0,31.0,4.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,23.0,88585aaa7d5402c0928a0c8639c83bab,68.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,36.0,,58.0,31.0,4.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,47.0,,63.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
f54c9d4e8a16832ef4cd01da8f723c8c,81.0,,63.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,24.0,88585aaa7d5402c0928a0c8639c83bab,47.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,40.0,,54.0,31.0,4.0,30.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,51.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
4c2487237ebe5f821950d09158742384,80.0,,63.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,30.0,88585aaa7d5402c0928a0c8639c83bab,51.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,41.0,,54.0,31.0,8.0,35.0,5c7c306e2685b0d9989d7add5e87c6a3,"[{'modelVersionId': 'e4da3b7fbbce2345d7772b0674a318d5', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,13.0,88585aaa7d5402c0928a0c8639c83bab,42.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
f54c9d4e8a16832ef4cd01da8f723c8c,41.0,,70.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
4c2487237ebe5f821950d09158742384,49.0,,70.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
f54c9d4e8a16832ef4cd01da8f723c8c,56.0,,70.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
f54c9d4e8a16832ef4cd01da8f723c8c,58.0,,70.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
4c2487237ebe5f821950d09158742384,31.0,,70.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,32.0,,78.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,33.0,,78.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
4c2487237ebe5f821950d09158742384,40.0,,78.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
f54c9d4e8a16832ef4cd01da8f723c8c,24.0,,78.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'ee77f23899e911ace641794f89c19e1c', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}]"
e867a9754d73155e90d62f88dbedfc62,60.0,,59.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}, {'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,45.0,,59.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}, {'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,60.0,,59.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}, {'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,43.0,,65.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.1}, {'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.1}, {'modelVersionId': '5dae854cd11d11715c91b6ce80f46b7c', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,28.0,88585aaa7d5402c0928a0c8639c83bab,141.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,31.0,88585aaa7d5402c0928a0c8639c83bab,157.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,58.0,f89076e37bd882bc3af87483da7dd1fa,45.0,26.0,4.0,30.0,9762dde6b60f229c0f2eeb6a78edc569,[]
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,61.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
f54c9d4e8a16832ef4cd01da8f723c8c,40.0,,2.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,[]
f54c9d4e8a16832ef4cd01da8f723c8c,56.0,,2.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,[]
e867a9754d73155e90d62f88dbedfc62,18.0,88585aaa7d5402c0928a0c8639c83bab,43.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,42.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,13.0,88585aaa7d5402c0928a0c8639c83bab,42.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,25.0,88585aaa7d5402c0928a0c8639c83bab,43.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,31.0,88585aaa7d5402c0928a0c8639c83bab,55.0,26.0,8.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,25.0,88585aaa7d5402c0928a0c8639c83bab,47.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,37.0,0d0b9485670cafe330f7b702a93fcf68,52.0,26.0,4.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,33.0,0d0b9485670cafe330f7b702a93fcf68,51.0,26.0,8.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,33.0,0d0b9485670cafe330f7b702a93fcf68,55.0,26.0,8.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,27.0,,55.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,5.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,17.0,,33.0,6.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,14.0,,25.0,6.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,10.0,3.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,37.0,0d0b9485670cafe330f7b702a93fcf68,60.0,26.0,8.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,36.0,0d0b9485670cafe330f7b702a93fcf68,58.0,26.0,8.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,28.0,0d0b9485670cafe330f7b702a93fcf68,60.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,11.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,48.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,19.0,88585aaa7d5402c0928a0c8639c83bab,45.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,59.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,19.0,88585aaa7d5402c0928a0c8639c83bab,65.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,15.0,88585aaa7d5402c0928a0c8639c83bab,109.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,12.0,88585aaa7d5402c0928a0c8639c83bab,42.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,12.0,,3.0,,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': 'e66aed023cb30fdc29ca488de67c02da', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,25.0,15d0db7a5e41fc1c1c595e16c66079c5,49.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
